"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2018"	"2018"	1140	4659978	24.5
	"Louisiana"	"22"	"2019"	"2019"	1267	4648794	27.3
	"Louisiana"	"22"	"2020 "	"2020"	1896	4645318	40.8
"Total"	"Louisiana"	"22"			16158	100136377	16.1
	"Maine"	"23"	"1999"	"1999"	67	1266808	5.3
	"Maine"	"23"	"2000"	"2000"	61	1274923	4.8
	"Maine"	"23"	"2001"	"2001"	85	1285692	6.6
	"Maine"	"23"	"2002"	"2002"	139	1295960	10.7
	"Maine"	"23"	"2003"	"2003"	133	1306513	10.2
	"Maine"	"23"	"2004"	"2004"	140	1313688	10.7
	"Maine"	"23"	"2005"	"2005"	163	1318787	12.4
	"Maine"	"23"	"2006"	"2006"	159	1323619	12.0
	"Maine"	"23"	"2007"	"2007"	159	1327040	12.0
	"Maine"	"23"	"2008"	"2008"	162	1330509	12.2
	"Maine"	"23"	"2009"	"2009"	173	1329590	13.0
	"Maine"	"23"	"2010"	"2010"	135	1328361	10.2
	"Maine"	"23"	"2011"	"2011"	156	1328188	11.7
	"Maine"	"23"	"2012"	"2012"	150	1329192	11.3
	"Maine"	"23"	"2013"	"2013"	174	1328302	13.1
	"Maine"	"23"	"2014"	"2014"	216	1330089	16.2
	"Maine"	"23"	"2015"	"2015"	269	1329328	20.2
	"Maine"	"23"	"2016"	"2016"	353	1331479	26.5
	"Maine"	"23"	"2017"	"2017"	424	1335907	31.7
	"Maine"	"23"	"2018"	"2018"	345	1338404	25.8
	"Maine"	"23"	"2019"	"2019"	371	1344212	27.6
	"Maine"	"23"	"2020 "	"2020"	496	1350141	36.7
"Total"	"Maine"	"23"			4530	29046732	15.6
	"Maryland"	"24"	"1999"	"1999"	629	5254509	12.0
	"Maryland"	"24"	"2000"	"2000"	623	5296486	11.8
	"Maryland"	"24"	"2001"	"2001"	639	5374691	11.9
	"Maryland"	"24"	"2002"	"2002"	723	5440389	13.3
	"Maryland"	"24"	"2003"	"2003"	779	5496269	14.2
	"Maryland"	"24"	"2004"	"2004"	676	5546935	12.2
	"Maryland"	"24"	"2005"	"2005"	656	5592379	11.7
	"Maryland"	"24"	"2006"	"2006"	762	5627367	13.5
	"Maryland"	"24"	"2007"	"2007"	769	5653408	13.6
	"Maryland"	"24"	"2008"	"2008"	693	5684965	12.2
	"Maryland"	"24"	"2009"	"2009"	743	5730388	13.0
	"Maryland"	"24"	"2010"	"2010"	650	5773552	11.3
	"Maryland"	"24"	"2011"	"2011"	707	5828289	12.1
	"Maryland"	"24"	"2012"	"2012"	831	5884563	14.1
	"Maryland"	"24"	"2013"	"2013"	892	5928814	15.0
	"Maryland"	"24"	"2014"	"2014"	1070	5976407	17.9
	"Maryland"	"24"	"2015"	"2015"	1285	6006401	21.4
	"Maryland"	"24"	"2016"	"2016"	2044	6016447	34.0
	"Maryland"	"24"	"2017"	"2017"	2247	6052177	37.1
	"Maryland"	"24"	"2018"	"2018"	2324	6042718	38.5
	"Maryland"	"24"	"2019"	"2019"	2369	6045680	39.2
	"Maryland"	"24"	"2020 "	"2020"	2771	6055802	45.8
"Total"	"Maryland"	"24"			24882	126308636	19.7
	"Massachusetts"	"25"	"1999"	"1999"	488	6317345	7.7
	"Massachusetts"	"25"	"2000"	"2000"	463	6349097	7.3
	"Massachusetts"	"25"	"2001"	"2001"	689	6397634	10.8
	"Massachusetts"	"25"	"2002"	"2002"	705	6417206	11.0
	"Massachusetts"	"25"	"2003"	"2003"	823	6422565	12.8
	"Massachusetts"	"25"	"2004"	"2004"	669	6412281	10.4
	"Massachusetts"	"25"	"2005"	"2005"	780	6403290	12.2
	"Massachusetts"	"25"	"2006"	"2006"	970	6410084	15.1
	"Massachusetts"	"25"	"2007"	"2007"	922	6431559	14.3
	"Massachusetts"	"25"	"2008"	"2008"	786	6468967	12.2
	"Massachusetts"	"25"	"2009"	"2009"	816	6517613	12.5
	"Massachusetts"	"25"	"2010"	"2010"	738	6547629	11.3
	"Massachusetts"	"25"	"2011"	"2011"	857	6587536	13.0
	"Massachusetts"	"25"	"2012"	"2012"	859	6646144	12.9
	"Massachusetts"	"25"	"2013"	"2013"	1081	6692824	16.2
	"Massachusetts"	"25"	"2014"	"2014"	1289	6745408	19.1
	"Massachusetts"	"25"	"2015"	"2015"	1724	6794422	25.4
	"Massachusetts"	"25"	"2016"	"2016"	2227	6811779	32.7
	"Massachusetts"	"25"	"2017"	"2017"	2168	6859819	31.6
	"Massachusetts"	"25"	"2018"	"2018"	2241	6902149	32.5
	"Massachusetts"	"25"	"2019"	"2019"	2210	6892503	32.1
	"Massachusetts"	"25"	"2020 "	"2020"	2302	6893574	33.4
"Total"	"Massachusetts"	"25"			25807	144921428	17.8
	"Michigan"	"26"	"1999"	"1999"	460	9897116	4.6
	"Michigan"	"26"	"2000"	"2000"	561	9938444	5.6
	"Michigan"	"26"	"2001"	"2001"	621	9991120	6.2
	"Michigan"	"26"	"2002"	"2002"	751	10015710	7.5
	"Michigan"	"26"	"2003"	"2003"	761	10041152	7.6
	"Michigan"	"26"	"2004"	"2004"	867	10055315	8.6
	"Michigan"	"26"	"2005"	"2005"	985	10051137	9.8
	"Michigan"	"26"	"2006"	"2006"	1176	10036081	11.7
	"Michigan"	"26"	"2007"	"2007"	1236	10001284	12.4
	"Michigan"	"26"	"2008"	"2008"	1239	9946889	12.5
	"Michigan"	"26"	"2009"	"2009"	1429	9901591	14.4
	"Michigan"	"26"	"2010"	"2010"	1394	9883640	14.1
	"Michigan"	"26"	"2011"	"2011"	1386	9876187	14.0
	"Michigan"	"26"	"2012"	"2012"	1308	9883360	13.2
	"Michigan"	"26"	"2013"	"2013"	1553	9895622	15.7
	"Michigan"	"26"	"2014"	"2014"	1762	9909877	17.8
	"Michigan"	"26"	"2015"	"2015"	1980	9922576	20.0
	"Michigan"	"26"	"2016"	"2016"	2347	9928300	23.6
	"Michigan"	"26"	"2017"	"2017"	2694	9962311	27.0
	"Michigan"	"26"	"2018"	"2018"	2591	9995915	25.9
	"Michigan"	"26"	"2019"	"2019"	2385	9986857	23.9
	"Michigan"	"26"	"2020 "	"2020"	2759	9966555	27.7
"Total"	"Michigan"	"26"			32245	219087039	14.7
	"Minnesota"	"27"	"1999"	"1999"	136	4873481	2.8
	"Minnesota"	"27"	"2000"	"2000"	130	4919479	2.6
	"Minnesota"	"27"	"2001"	"2001"	185	4982796	3.7
	"Minnesota"	"27"	"2002"	"2002"	201	5018935	4.0
	"Minnesota"	"27"	"2003"	"2003"	246	5053572	4.9
	"Minnesota"	"27"	"2004"	"2004"	250	5087713	4.9
	"Minnesota"	"27"	"2005"	"2005"	282	5119598	5.5
	"Minnesota"	"27"	"2006"	"2006"	311	5163555	6.0
	"Minnesota"	"27"	"2007"	"2007"	341	5207203	6.5
	"Minnesota"	"27"	"2008"	"2008"	384	5247018	7.3
	"Minnesota"	"27"	"2009"	"2009"	419	5281203	7.9
	"Minnesota"	"27"	"2010"	"2010"	397	5303925	7.5
	"Minnesota"	"27"	"2011"	"2011"	511	5344861	9.6
	"Minnesota"	"27"	"2012"	"2012"	482	5379139	9.0
	"Minnesota"	"27"	"2013"	"2013"	523	5420380	9.6
	"Minnesota"	"27"	"2014"	"2014"	517	5457173	9.5
	"Minnesota"	"27"	"2015"	"2015"	581	5489594	10.6
	"Minnesota"	"27"	"2016"	"2016"	672	5519952	12.2
	"Minnesota"	"27"	"2017"	"2017"	733	5576606	13.1
	"Minnesota"	"27"	"2018"	"2018"	636	5611179	11.3
	"Minnesota"	"27"	"2019"	"2019"	792	5639632	14.0
	"Minnesota"	"27"	"2020 "	"2020"	1050	5657342	18.6
"Total"	"Minnesota"	"27"			9779	116354336	8.4
	"Mississippi"	"28"	"1999"	"1999"	87	2828408	3.1
	"Mississippi"	"28"	"2000"	"2000"	114	2844658	4.0
	"Mississippi"	"28"	"2001"	"2001"	169	2852994	5.9
	"Mississippi"	"28"	"2002"	"2002"	183	2858681	6.4
	"Mississippi"	"28"	"2003"	"2003"	207	2868312	7.2
	"Mississippi"	"28"	"2004"	"2004"	224	2889010	7.8
	"Mississippi"	"28"	"2005"	"2005"	248	2905943	8.5
	"Mississippi"	"28"	"2006"	"2006"	339	2904978	11.7
	"Mississippi"	"28"	"2007"	"2007"	314	2928350	10.7
	"Mississippi"	"28"	"2008"	"2008"	303	2947806	10.3
	"Mississippi"	"28"	"2009"	"2009"	323	2958774	10.9
	"Mississippi"	"28"	"2010"	"2010"	334	2967297	11.3
	"Mississippi"	"28"	"2011"	"2011"	302	2978512	10.1
	"Mississippi"	"28"	"2012"	"2012"	310	2984926	10.4
	"Mississippi"	"28"	"2013"	"2013"	316	2991207	10.6
	"Mississippi"	"28"	"2014"	"2014"	336	2994079	11.2
	"Mississippi"	"28"	"2015"	"2015"	351	2992333	11.7
	"Mississippi"	"28"	"2016"	"2016"	352	2988726	11.8
	"Mississippi"	"28"	"2017"	"2017"	354	2984100	11.9
	"Mississippi"	"28"	"2018"	"2018"	310	2986530	10.4
	"Mississippi"	"28"	"2019"	"2019"	394	2976149	13.2
	"Mississippi"	"28"	"2020 "	"2020"	586	2966786	19.8
"Total"	"Mississippi"	"28"			6456	64598559	10.0
	"Missouri"	"29"	"1999"	"1999"	276	5561948	5.0
	"Missouri"	"29"	"2000"	"2000"	303	5595211	5.4
	"Missouri"	"29"	"2001"	"2001"	351	5641142	6.2
	"Missouri"	"29"	"2002"	"2002"	416	5674825	7.3
	"Missouri"	"29"	"2003"	"2003"	522	5709403	9.1
	"Missouri"	"29"	"2004"	"2004"	548	5747741	9.5
	"Missouri"	"29"	"2005"	"2005"	608	5790300	10.5
	"Missouri"	"29"	"2006"	"2006"	743	5842704	12.7
	"Missouri"	"29"	"2007"	"2007"	714	5887612	12.1
	"Missouri"	"29"	"2008"	"2008"	765	5923916	12.9
	"Missouri"	"29"	"2009"	"2009"	863	5961088	14.5
	"Missouri"	"29"	"2010"	"2010"	998	5988927	16.7
	"Missouri"	"29"	"2011"	"2011"	963	6010688	16.0
	"Missouri"	"29"	"2012"	"2012"	942	6021988	15.6
	"Missouri"	"29"	"2013"	"2013"	1025	6044171	17.0
	"Missouri"	"29"	"2014"	"2014"	1067	6063589	17.6
	"Missouri"	"29"	"2015"	"2015"	1066	6083672	17.5
	"Missouri"	"29"	"2016"	"2016"	1371	6093000	22.5
	"Missouri"	"29"	"2017"	"2017"	1367	6113532	22.4
	"Missouri"	"29"	"2018"	"2018"	1610	6126452	26.3
	"Missouri"	"29"	"2019"	"2019"	1583	6137428	25.8
	"Missouri"	"29"	"2020 "	"2020"	1875	6151548	30.5
"Total"	"Missouri"	"29"			19976	130170885	15.3
	"Montana"	"30"	"1999"	"1999"	41	897507	4.6
	"Montana"	"30"	"2000"	"2000"	41	902195	4.5
	"Montana"	"30"	"2001"	"2001"	56	906961	6.2
	"Montana"	"30"	"2002"	"2002"	78	911667	8.6
	"Montana"	"30"	"2003"	"2003"	93	919630	10.1
	"Montana"	"30"	"2004"	"2004"	98	930009	10.5
	"Montana"	"30"	"2005"	"2005"	96	940102	10.2
	"Montana"	"30"	"2006"	"2006"	97	952692	10.2
	"Montana"	"30"	"2007"	"2007"	125	964706	13.0
	"Montana"	"30"	"2008"	"2008"	134	976415	13.7
	"Montana"	"30"	"2009"	"2009"	142	983982	14.4
	"Montana"	"30"	"2010"	"2010"	118	989415	11.9
	"Montana"	"30"	"2011"	"2011"	141	998199	14.1
	"Montana"	"30"	"2012"	"2012"	118	1005141	11.7
	"Montana"	"30"	"2013"	"2013"	137	1015165	13.5
	"Montana"	"30"	"2014"	"2014"	125	1023579	12.2
	"Montana"	"30"	"2015"	"2015"	138	1032949	13.4
	"Montana"	"30"	"2016"	"2016"	119	1042520	11.4
	"Montana"	"30"	"2017"	"2017"	119	1050493	11.3
	"Montana"	"30"	"2018"	"2018"	125	1062305	11.8
	"Montana"	"30"	"2019"	"2019"	143	1068778	13.4
	"Montana"	"30"	"2020 "	"2020"	162	1080577	15.0
"Total"	"Montana"	"30"			2446	21654987	11.3
	"Nebraska"	"31"	"1999"	"1999"	39	1704764	2.3
	"Nebraska"	"31"	"2000"	"2000"	46	1711263	2.7
	"Nebraska"	"31"	"2001"	"2001"	66	1719836	3.8
	"Nebraska"	"31"	"2002"	"2002"	66	1728292	3.8
	"Nebraska"	"31"	"2003"	"2003"	55	1738643	3.2
	"Nebraska"	"31"	"2004"	"2004"	59	1749370	3.4
	"Nebraska"	"31"	"2005"	"2005"	86	1761497	4.9
	"Nebraska"	"31"	"2006"	"2006"	91	1772693	5.1
	"Nebraska"	"31"	"2007"	"2007"	80	1783440	4.5
	"Nebraska"	"31"	"2008"	"2008"	94	1796378	5.2
	"Nebraska"	"31"	"2009"	"2009"	106	1812683	5.8
	"Nebraska"	"31"	"2010"	"2010"	117	1826341	6.4
	"Nebraska"	"31"	"2011"	"2011"	129	1842641	7.0
	"Nebraska"	"31"	"2012"	"2012"	146	1855525	7.9
	"Nebraska"	"31"	"2013"	"2013"	117	1868516	6.3
	"Nebraska"	"31"	"2014"	"2014"	125	1881503	6.6
	"Nebraska"	"31"	"2015"	"2015"	126	1896190	6.6
	"Nebraska"	"31"	"2016"	"2016"	120	1907116	6.3
	"Nebraska"	"31"	"2017"	"2017"	152	1920076	7.9
	"Nebraska"	"31"	"2018"	"2018"	138	1929268	7.2
	"Nebraska"	"31"	"2019"	"2019"	161	1934408	8.3
	"Nebraska"	"31"	"2020 "	"2020"	214	1937552	11.0
"Total"	"Nebraska"	"31"			2333	40077995	5.8
	"Nevada"	"32"	"1999"	"1999"	227	1934718	11.7
	"Nevada"	"32"	"2000"	"2000"	273	1998257	13.7
	"Nevada"	"32"	"2001"	"2001"	261	2098399	12.4
	"Nevada"	"32"	"2002"	"2002"	323	2173791	14.9
	"Nevada"	"32"	"2003"	"2003"	342	2248850	15.2
	"Nevada"	"32"	"2004"	"2004"	380	2346222	16.2
	"Nevada"	"32"	"2005"	"2005"	457	2432143	18.8
	"Nevada"	"32"	"2006"	"2006"	461	2522658	18.3
	"Nevada"	"32"	"2007"	"2007"	499	2601072	19.2
	"Nevada"	"32"	"2008"	"2008"	519	2653630	19.6
	"Nevada"	"32"	"2009"	"2009"	550	2684665	20.5
	"Nevada"	"32"	"2010"	"2010"	578	2700551	21.4
	"Nevada"	"32"	"2011"	"2011"	639	2723322	23.5
	"Nevada"	"32"	"2012"	"2012"	602	2758931	21.8
	"Nevada"	"32"	"2013"	"2013"	614	2790136	22.0
	"Nevada"	"32"	"2014"	"2014"	545	2839099	19.2
	"Nevada"	"32"	"2015"	"2015"	619	2890845	21.4
	"Nevada"	"32"	"2016"	"2016"	665	2940058	22.6
	"Nevada"	"32"	"2017"	"2017"	676	2998039	22.5
	"Nevada"	"32"	"2018"	"2018"	688	3034392	22.7
	"Nevada"	"32"	"2019"	"2019"	647	3080156	21.0
	"Nevada"	"32"	"2020 "	"2020"	832	3138259	26.5
"Total"	"Nevada"	"32"			11397	57588193	19.8
	"New Hampshire"	"33"	"1999"	"1999"	54	1222014	4.4
	"New Hampshire"	"33"	"2000"	"2000"	45	1235786	3.6
	"New Hampshire"	"33"	"2001"	"2001"	79	1255517	6.3
	"New Hampshire"	"33"	"2002"	"2002"	111	1269089	8.7
	"New Hampshire"	"33"	"2003"	"2003"	127	1279840	9.9
	"New Hampshire"	"33"	"2004"	"2004"	124	1290121	9.6
	"New Hampshire"	"33"	"2005"	"2005"	142	1298492	10.9
	"New Hampshire"	"33"	"2006"	"2006"	149	1308389	11.4
	"New Hampshire"	"33"	"2007"	"2007"	186	1312540	14.2
	"New Hampshire"	"33"	"2008"	"2008"	126	1315906	9.6
	"New Hampshire"	"33"	"2009"	"2009"	168	1316102	12.8
	"New Hampshire"	"33"	"2010"	"2010"	160	1316470	12.2
	"New Hampshire"	"33"	"2011"	"2011"	210	1318194	15.9
	"New Hampshire"	"33"	"2012"	"2012"	173	1320718	13.1
	"New Hampshire"	"33"	"2013"	"2013"	203	1323459	15.3
	"New Hampshire"	"33"	"2014"	"2014"	334	1326813	25.2
	"New Hampshire"	"33"	"2015"	"2015"	422	1330608	31.7
	"New Hampshire"	"33"	"2016"	"2016"	481	1334795	36.0
	"New Hampshire"	"33"	"2017"	"2017"	467	1342795	34.8
	"New Hampshire"	"33"	"2018"	"2018"	452	1356458	33.3
	"New Hampshire"	"33"	"2019"	"2019"	407	1359711	29.9
	"New Hampshire"	"33"	"2020 "	"2020"	393	1366275	28.8
"Total"	"New Hampshire"	"33"			5013	28800092	17.4
	"New Jersey"	"34"	"1999"	"1999"	557	8359592	6.7
	"New Jersey"	"34"	"2000"	"2000"	643	8414350	7.6
	"New Jersey"	"34"	"2001"	"2001"	705	8492671	8.3
	"New Jersey"	"34"	"2002"	"2002"	813	8552643	9.5
	"New Jersey"	"34"	"2003"	"2003"	721	8601402	8.4
	"New Jersey"	"34"	"2004"	"2004"	590	8634561	6.8
	"New Jersey"	"34"	"2005"	"2005"	823	8651974	9.5
	"New Jersey"	"34"	"2006"	"2006"	847	8661679	9.8
	"New Jersey"	"34"	"2007"	"2007"	727	8677885	8.4
	"New Jersey"	"34"	"2008"	"2008"	702	8711090	8.1
	"New Jersey"	"34"	"2009"	"2009"	263	8755602	3.0
	"New Jersey"	"34"	"2010"	"2010"	868	8791894	9.9
	"New Jersey"	"34"	"2011"	"2011"	1012	8821155	11.5
	"New Jersey"	"34"	"2012"	"2012"	1222	8864590	13.8
	"New Jersey"	"34"	"2013"	"2013"	1294	8899339	14.5
	"New Jersey"	"34"	"2014"	"2014"	1253	8938175	14.0
	"New Jersey"	"34"	"2015"	"2015"	1454	8958013	16.2
	"New Jersey"	"34"	"2016"	"2016"	2056	8944469	23.0
	"New Jersey"	"34"	"2017"	"2017"	2685	9005644	29.8
	"New Jersey"	"34"	"2018"	"2018"	2900	8908520	32.6
	"New Jersey"	"34"	"2019"	"2019"	2805	8882190	31.6
	"New Jersey"	"34"	"2020 "	"2020"	2840	8882371	32.0
"Total"	"New Jersey"	"34"			27780	192409809	14.4
	"New Mexico"	"35"	"1999"	"1999"	266	1808082	14.7
	"New Mexico"	"35"	"2000"	"2000"	271	1819046	14.9
	"New Mexico"	"35"	"2001"	"2001"	258	1831690	14.1
	"New Mexico"	"35"	"2002"	"2002"	287	1855309	15.5
	"New Mexico"	"35"	"2003"	"2003"	358	1877574	19.1
	"New Mexico"	"35"	"2004"	"2004"	314	1903808	16.5
	"New Mexico"	"35"	"2005"	"2005"	373	1932274	19.3
	"New Mexico"	"35"	"2006"	"2006"	418	1962137	21.3
	"New Mexico"	"35"	"2007"	"2007"	462	1990070	23.2
	"New Mexico"	"35"	"2008"	"2008"	518	2010662	25.8
	"New Mexico"	"35"	"2009"	"2009"	438	2036802	21.5
	"New Mexico"	"35"	"2010"	"2010"	478	2059179	23.2
	"New Mexico"	"35"	"2011"	"2011"	529	2082224	25.4
	"New Mexico"	"35"	"2012"	"2012"	492	2085538	23.6
	"New Mexico"	"35"	"2013"	"2013"	458	2085287	22.0
	"New Mexico"	"35"	"2014"	"2014"	547	2085572	26.2
	"New Mexico"	"35"	"2015"	"2015"	501	2085109	24.0
	"New Mexico"	"35"	"2016"	"2016"	500	2081015	24.0
	"New Mexico"	"35"	"2017"	"2017"	493	2088070	23.6
	"New Mexico"	"35"	"2018"	"2018"	537	2095428	25.6
	"New Mexico"	"35"	"2019"	"2019"	599	2096829	28.6
	"New Mexico"	"35"	"2020 "	"2020"	784	2106319	37.2
"Total"	"New Mexico"	"35"			9881	43978024	22.5
	"New York"	"36"	"1999"	"1999"	959	18882725	5.1
	"New York"	"36"	"2000"	"2000"	767	18976457	4.0
	"New York"	"36"	"2001"	"2001"	1079	19082838	5.7
	"New York"	"36"	"2002"	"2002"	923	19137800	4.8
	"New York"	"36"	"2003"	"2003"	964	19175939	5.0
	"New York"	"36"	"2004"	"2004"	831	19171567	4.3
	"New York"	"36"	"2005"	"2005"	944	19132610	4.9
	"New York"	"36"	"2006"	"2006"	1680	19104631	8.8
	"New York"	"36"	"2007"	"2007"	1708	19132335	8.9
	"New York"	"36"	"2008"	"2008"	1691	19212436	8.8
	"New York"	"36"	"2009"	"2009"	1592	19307066	8.2
	"New York"	"36"	"2010"	"2010"	1557	19378102	8.0
	"New York"	"36"	"2011"	"2011"	1948	19465197	10.0
	"New York"	"36"	"2012"	"2012"	2106	19570261	10.8
	"New York"	"36"	"2013"	"2013"	2309	19651127	11.7
	"New York"	"36"	"2014"	"2014"	2300	19746227	11.6
	"New York"	"36"	"2015"	"2015"	2754	19795791	13.9
	"New York"	"36"	"2016"	"2016"	3638	19745289	18.4
	"New York"	"36"	"2017"	"2017"	3921	19849399	19.8
	"New York"	"36"	"2018"	"2018"	3697	19542209	18.9
	"New York"	"36"	"2019"	"2019"	3617	19453561	18.6
	"New York"	"36"	"2020 "	"2020"	4965	19336776	25.7
"Total"	"New York"	"36"			45950	425850343	10.8
	"North Carolina"	"37"	"1999"	"1999"	366	7949361	4.6
	"North Carolina"	"37"	"2000"	"2000"	491	8049313	6.1
	"North Carolina"	"37"	"2001"	"2001"	551	8210122	6.7
	"North Carolina"	"37"	"2002"	"2002"	647	8326201	7.8
	"North Carolina"	"37"	"2003"	"2003"	762	8422501	9.0
	"North Carolina"	"37"	"2004"	"2004"	854	8553152	10.0
	"North Carolina"	"37"	"2005"	"2005"	1000	8705407	11.5
	"North Carolina"	"37"	"2006"	"2006"	1059	8917270	11.9
	"North Carolina"	"37"	"2007"	"2007"	1084	9118037	11.9
	"North Carolina"	"37"	"2008"	"2008"	1196	9309449	12.8
	"North Carolina"	"37"	"2009"	"2009"	1191	9449566	12.6
	"North Carolina"	"37"	"2010"	"2010"	1093	9535483	11.5
	"North Carolina"	"37"	"2011"	"2011"	1264	9656401	13.1
	"North Carolina"	"37"	"2012"	"2012"	1298	9752073	13.3
	"North Carolina"	"37"	"2013"	"2013"	1259	9848060	12.8
	"North Carolina"	"37"	"2014"	"2014"	1358	9943964	13.7
	"North Carolina"	"37"	"2015"	"2015"	1567	10042802	15.6
	"North Carolina"	"37"	"2016"	"2016"	1956	10146788	19.3
	"North Carolina"	"37"	"2017"	"2017"	2414	10273419	23.5
	"North Carolina"	"37"	"2018"	"2018"	2259	10383620	21.8
	"North Carolina"	"37"	"2019"	"2019"	2266	10488084	21.6
	"North Carolina"	"37"	"2020 "	"2020"	3146	10600823	29.7
"Total"	"North Carolina"	"37"			29081	205681896	14.1
	"North Dakota"	"38"	"1999"	"1999"	12	644259	Unreliable
	"North Dakota"	"38"	"2000"	"2000"	14	642200	Unreliable
	"North Dakota"	"38"	"2001"	"2001"	14	639062	Unreliable
	"North Dakota"	"38"	"2002"	"2002"	17	638168	Unreliable
	"North Dakota"	"38"	"2003"	"2003"	22	638817	3.4
	"North Dakota"	"38"	"2004"	"2004"	17	644705	Unreliable
	"North Dakota"	"38"	"2005"	"2005"	12	646089	Unreliable
	"North Dakota"	"38"	"2006"	"2006"	14	649422	Unreliable
	"North Dakota"	"38"	"2007"	"2007"	32	652822	4.9
	"North Dakota"	"38"	"2008"	"2008"	46	657569	7.0
	"North Dakota"	"38"	"2009"	"2009"	27	664968	4.1
	"North Dakota"	"38"	"2010"	"2010"	23	672591	3.4
	"North Dakota"	"38"	"2011"	"2011"	16	683932	Unreliable
	"North Dakota"	"38"	"2012"	"2012"	21	699628	3.0
	"North Dakota"	"38"	"2013"	"2013"	20	723393	2.8
	"North Dakota"	"38"	"2014"	"2014"	43	739482	5.8
	"North Dakota"	"38"	"2015"	"2015"	61	756927	8.1
	"North Dakota"	"38"	"2016"	"2016"	77	757952	10.2
	"North Dakota"	"38"	"2017"	"2017"	68	755393	9.0
	"North Dakota"	"38"	"2018"	"2018"	70	760077	9.2
	"North Dakota"	"38"	"2019"	"2019"	82	762062	10.8
	"North Dakota"	"38"	"2020 "	"2020"	114	765309	14.9
"Total"	"North Dakota"	"38"			822	15194827	5.4
	"Ohio"	"39"	"1999"	"1999"	467	11335454	4.1
	"Ohio"	"39"	"2000"	"2000"	563	11353140	5.0
	"Ohio"	"39"	"2001"	"2001"	737	11387404	6.5
	"Ohio"	"39"	"2002"	"2002"	931	11407889	8.2
	"Ohio"	"39"	"2003"	"2003"	775	11434788	6.8
	"Ohio"	"39"	"2004"	"2004"	1136	11452251	9.9
	"Ohio"	"39"	"2005"	"2005"	1243	11463320	10.8
	"Ohio"	"39"	"2006"	"2006"	1515	11481213	13.2
	"Ohio"	"39"	"2007"	"2007"	1592	11500468	13.8
	"Ohio"	"39"	"2008"	"2008"	1733	11515391	15.0
	"Ohio"	"39"	"2009"	"2009"	1236	11528896	10.7
	"Ohio"	"39"	"2010"	"2010"	1835	11536504	15.9
	"Ohio"	"39"	"2011"	"2011"	2025	11544951	17.5
	"Ohio"	"39"	"2012"	"2012"	2125	11544225	18.4
	"Ohio"	"39"	"2013"	"2013"	2347	11570808	20.3
	"Ohio"	"39"	"2014"	"2014"	2744	11594163	23.7
	"Ohio"	"39"	"2015"	"2015"	3310	11613423	28.5
	"Ohio"	"39"	"2016"	"2016"	4329	11614373	37.3
	"Ohio"	"39"	"2017"	"2017"	5111	11658609	43.8
	"Ohio"	"39"	"2018"	"2018"	3980	11689442	34.0
	"Ohio"	"39"	"2019"	"2019"	4251	11689100	36.4
	"Ohio"	"39"	"2020 "	"2020"	5204	11693217	44.5
"Total"	"Ohio"	"39"			49189	253609029	19.4
	"Oklahoma"	"40"	"1999"	"1999"	178	3437147	5.2
	"Oklahoma"	"40"	"2000"	"2000"	237	3450654	6.9
	"Oklahoma"	"40"	"2001"	"2001"	269	3467100	7.8
	"Oklahoma"	"40"	"2002"	"2002"	240	3489080	6.9
	"Oklahoma"	"40"	"2003"	"2003"	400	3504892	11.4
	"Oklahoma"	"40"	"2004"	"2004"	476	3525233	13.5
	"Oklahoma"	"40"	"2005"	"2005"	478	3548597	13.5
	"Oklahoma"	"40"	"2006"	"2006"	563	3594090	15.7
	"Oklahoma"	"40"	"2007"	"2007"	666	3634349	18.3
	"Oklahoma"	"40"	"2008"	"2008"	564	3668976	15.4
	"Oklahoma"	"40"	"2009"	"2009"	756	3717572	20.3
	"Oklahoma"	"40"	"2010"	"2010"	717	3751351	19.1
	"Oklahoma"	"40"	"2011"	"2011"	703	3791508	18.5
	"Oklahoma"	"40"	"2012"	"2012"	771	3814820	20.2
	"Oklahoma"	"40"	"2013"	"2013"	790	3850568	20.5
	"Oklahoma"	"40"	"2014"	"2014"	777	3878051	20.0
	"Oklahoma"	"40"	"2015"	"2015"	725	3911338	18.5
	"Oklahoma"	"40"	"2016"	"2016"	813	3923561	20.7
	"Oklahoma"	"40"	"2017"	"2017"	775	3930864	19.7
	"Oklahoma"	"40"	"2018"	"2018"	716	3943079	18.2
	"Oklahoma"	"40"	"2019"	"2019"	645	3956971	16.3
	"Oklahoma"	"40"	"2020 "	"2020"	762	3980783	19.1
"Total"	"Oklahoma"	"40"			13021	81770584	15.9
	"Oregon"	"41"	"1999"	"1999"	210	3393941	6.2
	"Oregon"	"41"	"2000"	"2000"	208	3421399	6.1
	"Oregon"	"41"	"2001"	"2001"	241	3467937	6.9
	"Oregon"	"41"	"2002"	"2002"	318	3513424	9.1
	"Oregon"	"41"	"2003"	"2003"	355	3547376	10.0
	"Oregon"	"41"	"2004"	"2004"	365	3569463	10.2
	"Oregon"	"41"	"2005"	"2005"	386	3613202	10.7
	"Oregon"	"41"	"2006"	"2006"	485	3670883	13.2
	"Oregon"	"41"	"2007"	"2007"	502	3722417	13.5
	"Oregon"	"41"	"2008"	"2008"	452	3768748	12.0
	"Oregon"	"41"	"2009"	"2009"	501	3808600	13.2
