"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	462	19893297	2.3
	"Florida"	"12"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	2772	20271272	13.7
	"Florida"	"12"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	446	20271272	2.2
	"Florida"	"12"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	4232	20612439	20.5
	"Florida"	"12"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	419	20612439	2.0
	"Florida"	"12"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	73	20612439	0.4
	"Florida"	"12"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	4603	20984400	21.9
	"Florida"	"12"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	404	20984400	1.9
	"Florida"	"12"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	79	20984400	0.4
	"Florida"	"12"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	4212	21299325	19.8
	"Florida"	"12"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	416	21299325	2.0
	"Florida"	"12"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	67	21299325	0.3
	"Florida"	"12"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	4787	21477737	22.3
	"Florida"	"12"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	415	21477737	1.9
	"Florida"	"12"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	60	21477737	0.3
	"Florida"	"12"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	6824	21733312	31.4
	"Florida"	"12"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	345	21733312	1.6
	"Florida"	"12"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	58	21733312	0.3
	"Georgia"	"13"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	219	8045965	2.7
	"Georgia"	"13"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	50	8045965	0.6
	"Georgia"	"13"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	14	8045965	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	268	8186453	3.3
	"Georgia"	"13"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	75	8186453	0.9
	"Georgia"	"13"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	21	8186453	0.3
	"Georgia"	"13"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	402	8377038	4.8
	"Georgia"	"13"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	80	8377038	1.0
	"Georgia"	"13"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	27	8377038	0.3
	"Georgia"	"13"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	457	8508256	5.4
	"Georgia"	"13"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	77	8508256	0.9
	"Georgia"	"13"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	29	8508256	0.3
	"Georgia"	"13"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	505	8622793	5.9
	"Georgia"	"13"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	65	8622793	0.8
	"Georgia"	"13"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	36	8622793	0.4
	"Georgia"	"13"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	557	8769252	6.4
	"Georgia"	"13"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	70	8769252	0.8
	"Georgia"	"13"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	37	8769252	0.4
	"Georgia"	"13"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	639	8925922	7.2
	"Georgia"	"13"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	78	8925922	0.9
	"Georgia"	"13"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	20	8925922	0.2
	"Georgia"	"13"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	717	9155813	7.8
	"Georgia"	"13"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	71	9155813	0.8
	"Georgia"	"13"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	40	9155813	0.4
	"Georgia"	"13"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	800	9349988	8.6
	"Georgia"	"13"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	85	9349988	0.9
	"Georgia"	"13"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	38	9349988	0.4
	"Georgia"	"13"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	791	9504843	8.3
	"Georgia"	"13"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	108	9504843	1.1
	"Georgia"	"13"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	35	9504843	0.4
	"Georgia"	"13"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	854	9620846	8.9
	"Georgia"	"13"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	105	9620846	1.1
	"Georgia"	"13"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	46	9620846	0.5
	"Georgia"	"13"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	876	9687653	9.0
	"Georgia"	"13"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	131	9687653	1.4
	"Georgia"	"13"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	45	9687653	0.5
	"Georgia"	"13"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	921	9815210	9.4
	"Georgia"	"13"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	107	9815210	1.1
	"Georgia"	"13"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	28	9815210	0.3
	"Georgia"	"13"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	911	9919945	9.2
	"Georgia"	"13"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	110	9919945	1.1
	"Georgia"	"13"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	31	9919945	0.3
	"Georgia"	"13"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	940	9992167	9.4
	"Georgia"	"13"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	124	9992167	1.2
	"Georgia"	"13"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	32	9992167	0.3
	"Georgia"	"13"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	1041	10097343	10.3
	"Georgia"	"13"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	131	10097343	1.3
	"Georgia"	"13"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	32	10097343	0.3
	"Georgia"	"13"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	1152	10214860	11.3
	"Georgia"	"13"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	116	10214860	1.1
	"Georgia"	"13"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	29	10214860	0.3
	"Georgia"	"13"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	1249	10310371	12.1
	"Georgia"	"13"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	110	10310371	1.1
	"Georgia"	"13"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	33	10310371	0.3
	"Georgia"	"13"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	1385	10429379	13.3
	"Georgia"	"13"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	111	10429379	1.1
	"Georgia"	"13"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	39	10429379	0.4
	"Georgia"	"13"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	1227	10519475	11.7
	"Georgia"	"13"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	133	10519475	1.3
	"Georgia"	"13"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	40	10519475	0.4
	"Georgia"	"13"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	1241	10617423	11.7
	"Georgia"	"13"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	116	10617423	1.1
	"Georgia"	"13"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	47	10617423	0.4
	"Georgia"	"13"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	1796	10710017	16.8
	"Georgia"	"13"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	91	10710017	0.8
	"Georgia"	"13"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	26	10710017	0.2
	"Hawaii"	"15"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	36	1210300	3.0
	"Hawaii"	"15"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	17	1210300	Unreliable
	"Hawaii"	"15"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	27	1210300	2.2
	"Hawaii"	"15"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	29	1211537	2.4
	"Hawaii"	"15"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	15	1211537	Unreliable
	"Hawaii"	"15"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	19	1211537	Unreliable
	"Hawaii"	"15"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	40	1225948	3.3
	"Hawaii"	"15"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	18	1225948	Unreliable
	"Hawaii"	"15"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	18	1225948	Unreliable
	"Hawaii"	"15"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	53	1239613	4.3
	"Hawaii"	"15"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	13	1239613	Unreliable
	"Hawaii"	"15"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	11	1239613	Unreliable
	"Hawaii"	"15"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	62	1251154	5.0
	"Hawaii"	"15"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	16	1251154	Unreliable
	"Hawaii"	"15"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	14	1251154	Unreliable
	"Hawaii"	"15"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	67	1273569	5.3
	"Hawaii"	"15"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	11	1273569	Unreliable
	"Hawaii"	"15"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	25	1273569	2.0
	"Hawaii"	"15"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	71	1292729	5.5
	"Hawaii"	"15"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	14	1292729	Unreliable
	"Hawaii"	"15"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	41	1292729	3.2
	"Hawaii"	"15"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	61	1309731	4.7
	"Hawaii"	"15"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	18	1309731	Unreliable
	"Hawaii"	"15"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	87	1315675	6.6
	"Hawaii"	"15"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	41	1315675	3.1
	"Hawaii"	"15"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	88	1332213	6.6
	"Hawaii"	"15"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	13	1332213	Unreliable
	"Hawaii"	"15"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	22	1332213	1.7
	"Hawaii"	"15"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	94	1346717	7.0
	"Hawaii"	"15"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	13	1346717	Unreliable
	"Hawaii"	"15"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	29	1346717	2.2
	"Hawaii"	"15"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	97	1360301	7.1
	"Hawaii"	"15"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	25	1360301	1.8
	"Hawaii"	"15"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	28	1360301	2.1
	"Hawaii"	"15"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	107	1374810	7.8
	"Hawaii"	"15"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	25	1374810	1.8
	"Hawaii"	"15"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	48	1374810	3.5
	"Hawaii"	"15"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	96	1392313	6.9
	"Hawaii"	"15"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	28	1392313	2.0
	"Hawaii"	"15"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	31	1392313	2.2
	"Hawaii"	"15"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	118	1404054	8.4
	"Hawaii"	"15"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	22	1404054	1.6
	"Hawaii"	"15"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	18	1404054	Unreliable
	"Hawaii"	"15"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	112	1419561	7.9
	"Hawaii"	"15"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	31	1419561	2.2
	"Hawaii"	"15"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	12	1419561	Unreliable
	"Hawaii"	"15"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	139	1431603	9.7
	"Hawaii"	"15"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	18	1431603	Unreliable
	"Hawaii"	"15"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	12	1431603	Unreliable
	"Hawaii"	"15"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	168	1428557	11.8
	"Hawaii"	"15"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	15	1428557	Unreliable
	"Hawaii"	"15"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	158	1427538	11.1
	"Hawaii"	"15"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	28	1427538	2.0
	"Hawaii"	"15"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	16	1427538	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	194	1420491	13.7
	"Hawaii"	"15"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	14	1420491	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	203	1415872	14.3
	"Hawaii"	"15"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	25	1415872	1.8
	"Hawaii"	"15"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	11	1415872	Unreliable
	"Hawaii"	"15"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	249	1407006	17.7
	"Hawaii"	"15"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	20	1407006	1.4
	"Idaho"	"16"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	39	1275674	3.1
	"Idaho"	"16"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	18	1275674	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	32	1293953	2.5
	"Idaho"	"16"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	19	1293953	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	12	1293953	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	58	1319962	4.4
	"Idaho"	"16"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	25	1319962	1.9
	"Idaho"	"16"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	14	1319962	Unreliable
	"Idaho"	"16"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	74	1340372	5.5
	"Idaho"	"16"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	22	1340372	1.6
	"Idaho"	"16"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	21	1340372	1.6
	"Idaho"	"16"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	57	1363380	4.2
	"Idaho"	"16"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	22	1363380	1.6
	"Idaho"	"16"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	22	1363380	1.6
	"Idaho"	"16"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	66	1391802	4.7
	"Idaho"	"16"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	16	1391802	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	16	1391802	Unreliable
	"Idaho"	"16"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	64	1428241	4.5
	"Idaho"	"16"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	21	1428241	1.5
	"Idaho"	"16"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	23	1428241	1.6
	"Idaho"	"16"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	86	1468669	5.9
	"Idaho"	"16"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	26	1468669	1.8
	"Idaho"	"16"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	18	1468669	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	88	1505105	5.8
	"Idaho"	"16"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	22	1505105	1.5
	"Idaho"	"16"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	16	1505105	Unreliable
	"Idaho"	"16"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	90	1534320	5.9
	"Idaho"	"16"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	31	1534320	2.0
	"Idaho"	"16"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	24	1534320	1.6
	"Idaho"	"16"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	100	1554439	6.4
	"Idaho"	"16"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	43	1554439	2.8
	"Idaho"	"16"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	28	1554439	1.8
	"Idaho"	"16"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	116	1567582	7.4
	"Idaho"	"16"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	34	1567582	2.2
	"Idaho"	"16"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	28	1567582	1.8
	"Idaho"	"16"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	118	1584985	7.4
	"Idaho"	"16"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	44	1584985	2.8
	"Idaho"	"16"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	31	1584985	2.0
	"Idaho"	"16"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	113	1595728	7.1
	"Idaho"	"16"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	27	1595728	1.7
	"Idaho"	"16"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	40	1595728	2.5
	"Idaho"	"16"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	142	1612136	8.8
	"Idaho"	"16"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	38	1612136	2.4
	"Idaho"	"16"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	27	1612136	1.7
	"Idaho"	"16"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	146	1634464	8.9
	"Idaho"	"16"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	44	1634464	2.7
	"Idaho"	"16"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	22	1634464	1.3
	"Idaho"	"16"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	148	1654930	8.9
	"Idaho"	"16"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	46	1654930	2.8
	"Idaho"	"16"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	23	1654930	1.4
	"Idaho"	"16"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	181	1683140	10.8
	"Idaho"	"16"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	37	1683140	2.2
	"Idaho"	"16"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	25	1683140	1.5
	"Idaho"	"16"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	180	1716943	10.5
	"Idaho"	"16"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	37	1716943	2.2
	"Idaho"	"16"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	18	1716943	Unreliable
	"Idaho"	"16"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	200	1754208	11.4
	"Idaho"	"16"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	35	1754208	2.0
	"Idaho"	"16"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	14	1754208	Unreliable
	"Idaho"	"16"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	219	1787065	12.3
	"Idaho"	"16"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	34	1787065	1.9
	"Idaho"	"16"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	11	1787065	Unreliable
	"Idaho"	"16"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	238	1826913	13.0
	"Idaho"	"16"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	38	1826913	2.1
	"Idaho"	"16"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	10	1826913	Unreliable
	"Illinois"	"17"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	691	12359020	5.6
	"Illinois"	"17"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	98	12359020	0.8
	"Illinois"	"17"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	32	12359020	0.3
	"Illinois"	"17"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	731	12419293	5.9
	"Illinois"	"17"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	110	12419293	0.9
	"Illinois"	"17"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	25	12419293	0.2
	"Illinois"	"17"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	729	12488445	5.8
	"Illinois"	"17"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	124	12488445	1.0
	"Illinois"	"17"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	38	12488445	0.3
	"Illinois"	"17"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	814	12525556	6.5
	"Illinois"	"17"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	133	12525556	1.1
	"Illinois"	"17"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	34	12525556	0.3
	"Illinois"	"17"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	705	12556006	5.6
	"Illinois"	"17"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	116	12556006	0.9
	"Illinois"	"17"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	22	12556006	0.2
	"Illinois"	"17"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	873	12589773	6.9
	"Illinois"	"17"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	115	12589773	0.9
	"Illinois"	"17"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	42	12589773	0.3
	"Illinois"	"17"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	922	12609903	7.3
	"Illinois"	"17"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	116	12609903	0.9
	"Illinois"	"17"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	27	12609903	0.2
	"Illinois"	"17"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	1208	12643955	9.6
	"Illinois"	"17"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	136	12643955	1.1
	"Illinois"	"17"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	19	12643955	Unreliable
	"Illinois"	"17"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	1022	12695866	8.0
	"Illinois"	"17"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	131	12695866	1.0
	"Illinois"	"17"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	31	12695866	0.2
	"Illinois"	"17"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	1118	12747038	8.8
	"Illinois"	"17"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	166	12747038	1.3
	"Illinois"	"17"	"2008"	"2008"	"Assault"	"X85-Y09"	12	12747038	Unreliable
	"Illinois"	"17"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	57	12747038	0.4
	"Illinois"	"17"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	1130	12796778	8.8
	"Illinois"	"17"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	186	12796778	1.5
	"Illinois"	"17"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	56	12796778	0.4
	"Illinois"	"17"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	1075	12830632	8.4
	"Illinois"	"17"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	152	12830632	1.2
	"Illinois"	"17"	"2010"	"2010"	"Assault"	"X85-Y09"	10	12830632	Unreliable
	"Illinois"	"17"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	51	12830632	0.4
	"Illinois"	"17"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	1195	12869257	9.3
	"Illinois"	"17"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	157	12869257	1.2
	"Illinois"	"17"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	50	12869257	0.4
	"Illinois"	"17"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	1391	12875255	10.8
	"Illinois"	"17"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	171	12875255	1.3
	"Illinois"	"17"	"2012"	"2012"	"Assault"	"X85-Y09"	11	12875255	Unreliable
	"Illinois"	"17"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	55	12875255	0.4
	"Illinois"	"17"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	1313	12882135	10.2
	"Illinois"	"17"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	181	12882135	1.4
	"Illinois"	"17"	"2013"	"2013"	"Assault"	"X85-Y09"	10	12882135	Unreliable
	"Illinois"	"17"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	75	12882135	0.6
	"Illinois"	"17"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	1431	12880580	11.1
